0.25 0.25 0.25 0.25
0.24875 0.3035 0.2275 0.22
0.24025 0.3525 0.2125 0.19425
0.22575 0.39975 0.19825 0.176
0.20525 0.442 0.1905 0.162
0.18225 0.47825 0.1875 0.15175
0.16 0.51025 0.18475 0.14475
0.137 0.5365 0.18625 0.1395
0.11575 0.55525 0.1915 0.137
0.096 0.5685 0.1985 0.13675
0.0785 0.57325 0.21 0.13775
0.0635 0.57275 0.22375 0.1395
0.0505 0.56425 0.24025 0.1445
0.03925 0.55 0.262 0.14825
0.03025 0.528 0.2875 0.15375
0.02325 0.49975 0.31725 0.15925
0.0185 0.46825 0.35025 0.1625
0.0145 0.43075 0.38625 0.168
0.012 0.39025 0.4265 0.17075
0.0105 0.3475 0.47125 0.17025
0.0095 0.30025 0.52025 0.16925
0.0085 0.25225 0.5725 0.16625
0.00875 0.21125 0.621 0.15825
0.00875 0.1745 0.66375 0.1525
0.00875 0.13975 0.70625 0.14475
0.0095 0.106 0.7495 0.13475
0.00975 0.0805 0.78475 0.12425
0.01075 0.0635 0.81225 0.113
0.011 0.04775 0.83925 0.1015
0.01025 0.033 0.8655 0.09075
0.01125 0.02475 0.8835 0.08
0.011 0.01775 0.902 0.06875
0.01 0.01125 0.918 0.06025
0.01175 0.01 0.926 0.05175
0.01325 0.009 0.93275 0.04425
0.01425 0.0085 0.93875 0.03775
0.0155 0.008 0.944 0.032
0.01725 0.00675 0.94825 0.02725
0.01875 0.006 0.95175 0.023
0.019 0.00575 0.955 0.0195
0.019 0.00575 0.9585 0.01625
0.01975 0.0055 0.96075 0.01375
0.0195 0.0055 0.963 0.0115
0.01925 0.00525 0.9655 0.0095
0.02225 0.004 0.96525 0.008
0.0215 0.00425 0.967 0.0065
0.02125 0.0045 0.96825 0.0055
0.022 0.00425 0.969 0.0045
0.0225 0.004 0.96925 0.00375
0.02325 0.0035 0.96975 0.003
0.0225 0.00375 0.97075 0.0025
0.0235 0.00325 0.97075 0.002
0.02375 0.00325 0.97125 0.0015
0.02525 0.0025 0.97075 0.00125
0.0245 0.0025 0.9715 0.001
0.02475 0.0025 0.9715 0.00075
0.025 0.00225 0.9715 0.0005
0.02575 0.002 0.9715 0.00025
0.027 0.0015 0.971 0
0.02675 0.0015 0.9715 0
0.027 0.0015 0.971 0
0.0265 0.0015 0.9715 0
0.02625 0.00175 0.9715 0
0.026 0.002 0.9715 0
0.028 0.001 0.97075 0
0.02725 0.00125 0.97125 0
0.027 0.0015 0.97125 0
0.02675 0.0015 0.97125 0
0.02725 0.00125 0.97125 0
0.0265 0.0015 0.9715 0
0.02675 0.0015 0.97125 0
0.02675 0.0015 0.97125 0
0.02575 0.002 0.972 0
0.0255 0.00225 0.97175 0
0.02425 0.00275 0.9725 0
0.02525 0.00225 0.972 0
0.027 0.00125 0.97125 0
0.02725 0.00125 0.971 0
0.02825 0.001 0.9705 0
0.02725 0.00125 0.971 0
0.02875 0.0005 0.97025 0
0.0285 0.0005 0.9705 0
0.0285 0.0005 0.9705 0
0.0295 0.00025 0.96975 0
0.0295 0.00025 0.96975 0
0.0295 0.00025 0.96975 0
0.02925 0.00025 0.97 0
0.0305 0 0.96925 0
0.04225 0 0.9575 0
0.05475 0 0.945 0
0.06725 0 0.9325 0
0.0795 0 0.92025 0
0.09125 0 0.9085 0
0.115 0 0.88475 0
0.139 0 0.86075 0
0.163 0 0.83675 0
0.19725 0 0.8025 0
0.232 0 0.76775 0
0.27575 0 0.724 0
0.32075 0 0.679 0
0.37325 0 0.6265 0
0.42675 0 0.573 0
0.47975 0 0.52 0
0.53125 0 0.4685 0
0.586 0 0.41375 0
0.63675 0 0.363 0
0.68325 0 0.3165 0
0.7275 0 0.27225 0
0.76575 0 0.234 0
0.79975 0 0.2 0
0.8285 0 0.17125 0
0.85375 0 0.146 0
0.8755 0 0.12425 0
0.89375 0 0.106 0
0.909 0 0.09075 0
0.9215 0 0.07825 0
0.932 0 0.06775 0
0.94125 0 0.0585 0
0.94825 0 0.0515 0
0.9535 0 0.04625 0
