0.125 0.125 0.125 0.125 0.125 0.125 0.125 0.125 
0.124 0.1505 0.114 0.10675 0.12675 0.15325 0.1155 0.10825 
0.11825 0.1735 0.10475 0.093 0.124 0.18125 0.1085 0.096 
0.11025 0.19525 0.0965 0.08375 0.11625 0.20725 0.103 0.0865 
0.1 0.21375 0.09375 0.07475 0.106 0.23125 0.1005 0.079 
0.088 0.22925 0.091 0.069 0.09425 0.255 0.1 0.07275 
0.0755 0.2405 0.09225 0.06425 0.0825 0.27475 0.1005 0.06925 
0.065 0.247 0.092 0.0615 0.07075 0.29125 0.10375 0.06775 
0.0555 0.25075 0.09275 0.0605 0.05875 0.304 0.111 0.0655 
0.04675 0.25025 0.09725 0.06025 0.04825 0.31275 0.11875 0.065 
0.038 0.24725 0.1035 0.06025 0.03825 0.31575 0.13125 0.06475 
0.0315 0.23875 0.11 0.061 0.02925 0.3155 0.148 0.0655 
0.02575 0.22775 0.11925 0.0615 0.02175 0.31025 0.166 0.06675 
0.02 0.21425 0.13125 0.0625 0.01575 0.29925 0.18875 0.0675 
0.01525 0.19725 0.14325 0.0645 0.0105 0.28275 0.215 0.0705 
0.01225 0.1775 0.15625 0.066 0.0065 0.26325 0.24375 0.0735 
0.0095 0.15625 0.17175 0.06725 0.00425 0.23775 0.2775 0.075 
0.00775 0.1345 0.18575 0.06825 0.0025 0.21 0.31425 0.07625 
0.0065 0.113 0.1995 0.06625 0.0015 0.181 0.35525 0.07575 
0.0055 0.09325 0.209 0.06675 0.00075 0.1535 0.39525 0.075 
0.005 0.07475 0.21775 0.06525 0.00025 0.12675 0.4355 0.0735 
0.0045 0.05875 0.22625 0.06275 0 0.09975 0.47625 0.071 
0.004 0.045 0.23 0.05975 0 0.07825 0.5145 0.06775 
0.0035 0.03225 0.23475 0.05575 0 0.05825 0.55125 0.0635 
0.00325 0.02375 0.23325 0.05075 0 0.0425 0.5875 0.05825 
0.00275 0.01425 0.23 0.04575 0 0.029 0.624 0.05325 
0.00275 0.00925 0.22375 0.04125 0 0.0185 0.65575 0.0475 
0.0025 0.00675 0.2155 0.037 0 0.0135 0.68125 0.04275 
0.0025 0.00425 0.207 0.0335 0 0.00875 0.70525 0.038 
0.00175 0.0025 0.19525 0.03 0 0.004 0.732 0.03375 
0.00075 0 0.186 0.02675 0 0 0.75625 0.0295 
0.00075 0 0.175 0.02325 0 0 0.77475 0.0255 
0.00075 0 0.16375 0.0205 0 0 0.79225 0.022 
0.00075 0 0.1515 0.018 0 0 0.81025 0.01875 
0.00075 0 0.14025 0.01575 0 0 0.8265 0.016 
0.0005 0 0.129 0.014 0 0 0.842 0.01375 
0.00025 0 0.11875 0.01225 0 0 0.85625 0.01175 
0.0005 0 0.10825 0.01075 0 0 0.8695 0.01 
0.0005 0 0.099 0.00925 0 0 0.882 0.0085 
0.00025 0 0.09 0.00825 0 0 0.89375 0.007 
0.0005 0 0.0815 0.00725 0 0 0.90425 0.00575 
0.00025 0 0.07325 0.00625 0 0 0.915 0.00475 
0.00025 0 0.06625 0.00525 0 0 0.9235 0.004 
0.00025 0 0.0595 0.0045 0 0 0.93175 0.00325 
0.00025 0 0.05325 0.004 0 0 0.9395 0.00275 
0 0 0.0475 0.00325 0 0 0.94625 0.00225 
0 0 0.0425 0.00275 0 0 0.95225 0.00175 
0 0 0.0375 0.00225 0 0 0.95825 0.0015 
0 0 0.033 0.002 0 0 0.96325 0.00125 
0 0 0.029 0.00175 0 0 0.96775 0.001 
0 0 0.0255 0.0015 0 0 0.97175 0.00075 
0 0 0.0225 0.00125 0 0 0.97525 0.0005 
0 0 0.0195 0.001 0 0 0.9785 0.00025 
0 0 0.017 0.00075 0 0 0.9815 0 
0 0 0.01475 0.0005 0 0 0.98425 0 
0 0 0.013 0.00025 0 0 0.98625 0 
0 0 0.01125 0.00025 0 0 0.98825 0 
0 0 0.00975 0 0 0 0.98975 0 
0 0 0.0085 0 0 0 0.99125 0 
0 0 0.00725 0 0 0 0.9925 0 
