0.0245 0.80725 0.0005 0.0205 0.01075 0.1355 0 0 
0.023 0.80675 0.0005 0.021 0.00775 0.14025 0 0 
0.02325 0.80275 0.00025 0.021 0.00575 0.14625 0 0 
0.0225 0.8 0.00025 0.021 0.004 0.15175 0 0 
0.0215 0.7955 0.00025 0.02125 0.00275 0.15775 0 0 
0.021 0.79225 0.00025 0.0205 0.002 0.163 0 0 
0.021 0.78725 0.00025 0.021 0.0015 0.16825 0 0 
0.02025 0.7825 0.00025 0.02125 0.001 0.17375 0 0 
0.01975 0.777 0 0.021 0.00075 0.1805 0 0 
0.01925 0.77225 0 0.02125 0.0005 0.186 0 0 
0.019 0.76675 0 0.02125 0.00025 0.19175 0 0 
0.01875 0.76075 0.00025 0.02075 0.00025 0.1985 0 0 
0.01875 0.756 0.00025 0.02075 0.00025 0.2035 0 0 
0.01875 0.74925 0.00025 0.02025 0.00025 0.2105 0 0 
0.01825 0.7435 0.00025 0.02 0 0.217 0 0 
0.018 0.73775 0.00025 0.01975 0 0.22325 0 0 
0.018 0.7315 0.00025 0.0195 0 0.23 0 0 
0.018 0.72575 0.00025 0.01925 0 0.236 0 0 
0.0175 0.7195 0.00025 0.01925 0 0.24275 0 0 
0.01725 0.7135 0.00025 0.019 0 0.24925 0 0 
0.0175 0.70675 0.00025 0.01875 0 0.256 0 0 
0.01725 0.70025 0.00025 0.019 0 0.26275 0 0 
0.017 0.69325 0.00025 0.01875 0 0.27 0 0 
0.01675 0.68725 0.00025 0.018 0 0.277 0 0 
0.01675 0.6795 0.00025 0.01825 0 0.2845 0 0 
0.0165 0.6735 0.00025 0.0175 0 0.29125 0 0 
0.01625 0.668 0.00025 0.01625 0 0.2985 0 0 
0.01575 0.6615 0.00025 0.01625 0 0.3055 0 0 
0.016 0.654 0 0.01625 0 0.313 0 0 
0.016 0.647 0 0.01625 0 0.32025 0 0 
0.01575 0.64 0 0.016 0 0.32725 0 0 
0.015 0.63375 0 0.016 0 0.33425 0 0 
0.0145 0.62675 0 0.0155 0 0.34225 0 0 
0.0145 0.6205 0 0.0145 0 0.34975 0 0 
0.01425 0.613 0 0.01425 0 0.35775 0 0 
0.0135 0.6065 0 0.01425 0 0.365 0 0 
0.013 0.59825 0 0.01475 0 0.37325 0 0 
0.01325 0.59075 0 0.0145 0 0.38075 0 0 
0.013 0.58275 0 0.01425 0 0.38925 0 0 
0.01325 0.57525 0 0.01375 0 0.39725 0 0 
0.01275 0.56825 0 0.01325 0 0.405 0 0 
0.0125 0.56075 0 0.013 0 0.413 0 0 
0.0125 0.5525 0 0.0135 0 0.42075 0 0 
0.0125 0.54525 0 0.01325 0 0.42825 0 0 
0.01275 0.53675 0 0.01325 0 0.43675 0 0 
0.01225 0.52975 0 0.0135 0 0.44375 0 0 
0.012 0.5225 0 0.01325 0 0.4515 0 0 
0.0115 0.514 0 0.0135 0 0.4605 0 0 
0.011 0.50675 0 0.013 0 0.4685 0 0 
0.01125 0.49775 0 0.01375 0 0.47675 0 0 
0.01025 0.49125 0 0.0125 0 0.48525 0 0 
0.00975 0.48475 0 0.012 0 0.49275 0 0 
0.0095 0.47825 0 0.01225 0 0.4995 0 0 
0.00925 0.47075 0 0.01175 0 0.5075 0 0 
0.00925 0.463 0 0.011 0 0.51575 0 0 
0.00925 0.45525 0 0.01125 0 0.5235 0 0 
0.00925 0.448 0 0.011 0 0.531 0 0 
0.009 0.4405 0 0.01075 0 0.539 0 0 
0.00875 0.43225 0 0.01025 0 0.548 0 0 
0.0085 0.424 0 0.01025 0 0.5565 0 0 
0.00825 0.4165 0 0.0105 0 0.564 0 0 
0.008 0.40925 0 0.01025 0 0.57175 0 0 
0.00775 0.40325 0 0.0105 0 0.578 0 0 
0.00775 0.3965 0 0.01 0 0.58525 0 0 
0.0075 0.38875 0 0.01 0 0.593 0 0 
0.00725 0.38275 0 0.01 0 0.59925 0 0 
0.00725 0.37575 0 0.01 0 0.6065 0 0 
0.007 0.3695 0 0.00975 0 0.613 0 0 
0.0065 0.362 0 0.00925 0 0.6215 0 0 
0.00675 0.35425 0 0.00875 0 0.6295 0 0 
0.007 0.347 0 0.008 0 0.6375 0 0 
0.00675 0.34 0 0.00775 0 0.64475 0 0 
0.00675 0.333 0 0.00725 0 0.65225 0 0 
0.00625 0.327 0 0.007 0 0.65925 0 0 
0.006 0.31925 0 0.007 0 0.66725 0 0 
0.00625 0.311 0 0.00725 0 0.675 0 0 
